Name,Latitude,Longitude,URL,Location,info,applicationDeadline,percentOfAdmitted,SATT,SATR,SATM,SATW,ACTC,ACTE,ACTM,tuition,in_state,out_state,room,book,undergraduate,category,setting,student_faculty,percentOfWomen
Prescott College,34.5448276,-112.476617799999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/2011/10/20/prescott_sq.jpg,"Prescott, AZ","Prescott College’s On-Campus Undergraduate Program offers a four-year liberal arts program preparing students to be life-long learners and critical thinkers in a broad, interwoven range of models of inquiry: literary, scientific, artistic, social, spiritual, and physical.  The College emphasizes the interdisciplinary connections rather than the distinctions between these ways of understanding the world.

And now, a Prescott College education is in reach for even more students.  Under The Prescott Plan, on-campus undergraduate tuition has been reduced to make our unique education .....","Regular Decision: Aug 15, 2015
			Early Decision: Dec 1, 2014","81%
         
          of Applicants Admitted",1400-1860 SAT Total,500-630 SAT Reading,460-590 SAT Math,440-640 SAT Writing,22-25 ACT Composite,21-26 ACT English,18-24 ACT Math,"$38,794

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $27,408","Out-of-State Tuition: $27,408","Room and Board: $3,800",Books & Supplies: $720,991number of undergraduates,private-non-profit,Setting: city,Student/Faculty ratio: 8:1,40% Women
Skidmore College,43.0961489,-73.7817705,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/zinch_legacy/2009/10/30/1530881/1100099_Skidmore_College.jpg,"Saratoga Springs, NY","Skidmore College is a small liberal arts institution located in the scenic, historical town of Saratoga Springs, New York.  With an emphasis on innovation and collaboration, Skidmore provides students with a truly transformative college experience where they can put academic theory and creative expression into practice.  

The college offers majors in nearly 70 different academic disciplines, including both traditional and non-traditional subject matters.  The student-faculty ratio of 9:1 allows each student to receive a personalized learning experience and form meaningful relationships .....","Regular Decision: Jan 15, 2015
			Early Decision: Nov 15, 2014","42%
         
          of Applicants Admitted",1680-2020 SAT Total,560-670 SAT Reading,560-670 SAT Math,560-680 SAT Writing,26-30 ACT Composite,26-33 ACT English,25-29 ACT Math,"$57,530

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $43,138","Out-of-State Tuition: $43,138","Room and Board: $1,348","Books & Supplies: $1,300","2,895number of undergraduates",private-non-profit,Setting: suburban,60% Women,
Milwaukee School of Engineering  MSOE ,43.0439873,-87.9089303,http://z2.cheggcdn.com/sites/default/files/2011/03/02/msoe.jpg,"Milwaukee, WI","Milwaukee School of Engineering is an independent university with about 2,500 students. Its 15-acre campus offers a close-knit community nestled in a vibrant downtown neighborhood. MSOE was founded in 1903 and offers bachelor’s degrees and master’s degrees in the engineering, engineering technology, building and infrastructure engineering, health-related engineering, computer, business and nursing fields. The university has a national academic reputation; longstanding ties to business and industry; dedicated professors with real-world experience; and extremely high placement rates and .....","Regular Decision: Jan 1, 2015","67.1%
         
          of Applicants Admitted",1530-1870 SAT Total,500-640 SAT Reading,530-590 SAT Math,500-640 SAT Writing,24-29 ACT Composite,22-29 ACT English,25-30 ACT Math,"$44,040

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $33,870","Out-of-State Tuition: $33,870","Room and Board: $8,520","Books & Supplies: $1,200","2,393number of undergraduates",private-non-profit,Setting: city,27% Women,
Otis College of Art and Design,33.956629,-118.417178,http://z2.cheggcdn.com/sites/default/files/2010/12/16/otis_college_of_art_and_design_pf.jpg,"Los Angeles, CA","Otis prepares diverse students of art and design to enrich our world through their creativity, their skill, and their vision.

Otis College of Art and Design is a non-profit  501 c 3 institution founded in 1918 by General Harrison Gray Otis, the founder and publisher of the Los Angeles Times, who bequeathed his L.A. home to the city for ""the advancement of the arts.""

The College offers BFA and MFA degrees accredited by the Accrediting Commission for Senior Colleges and Universities of the Western Association of Schools and Colleges  and The National Association of Schools of Art and .....","Regular Decision: Feb 15, 2015","45.3%
         
          of Applicants Admitted",1320-1750 SAT Total,450-560 SAT Reading,450-590 SAT Math,450-570 SAT Writing,20-27 ACT Composite,19-28 ACT English,19-27 ACT Math,"$38,300

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $38,300","Out-of-State Tuition: $38,300",Room and Board: $0,"Books & Supplies: $1,000","1,141number of undergraduates",private-non-profit,Setting: city,68% Women,
Sacred Heart University  SHU ,41.221728,-73.242137,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/2011/09/12/sacredheart_sqlogo.jpg,"Fairfield, CT","Sacred Heart University's campus location offers the best of both worlds: A safe, suburban campus located on 69 acres in beautiful Fairfield, Connecticut a central location between the urban centers of New York City  55 miles  and Boston, MA  150 miles .

Fairfield County boasts the third-highest concentration on Fortune 500 companies in the U.S., world-class hospitals, nationally-ranked elementary and secondary schools and countless additional sites for students to intern and gain relevant work experience.  In fact, our PioneerLink internship and job database includes over 6,000 employers, .....","Regular Decision: Feb 1, 2015
			Early Decision: Dec 1, 2014","54%
         
          of Applicants Admitted",,,,,,,,"$52,010

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $33,780","Out-of-State Tuition: $33,780","Room and Board: $3,800","Books & Supplies: $1,200","4,711number of undergraduates",private-non-profit,Setting: suburban,39% Women,
University of Southern Indiana,37.9582278,-87.6753726,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2008/1/28/316013/2800056_University_of_Southern_Indiana.jpg,"Evansville, IN","U of Southern Indiana, founded in 1965, is a public, comprehensive university. Its 300-acre campus is located in Evansville, in southwestern Indiana.","Regular Decision: Aug 15, 2015","72%
         
          of Applicants Admitted",1310-1640 SAT Total,440-550 SAT Reading,450-560 SAT Math,420-530 SAT Writing,19-24 ACT Composite,18-24 ACT English,18-24 ACT Math,"$18,737

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $6,085","Out-of-State Tuition: $14,485","Room and Board: $4,050","Books & Supplies: $1,100","12,934number of undergraduates",public,Setting: suburban,55% Women,
Illinois Institute of Technology  Illinois Tech ,41.831359,-87.6271527999999,http://z2.cheggcdn.com/sites/default/files/2011/05/16/3409411_543c133094f02_iit.jpg,"Chicago, IL","Focus on Students. Our primary mission is not only to educate students in their chosen disciplines, but also to inspire them to become innovators, leaders, and positive contributors to society.Illinois Institute of Technology is a private, Ph.D.-granting research university founded in 1890 as the Armour Institute of Technology. With international recognized programs in engineering, architecture, the sciences, humanities, psychology, business, law, and design, Illinois Tech is committed to engaging a focused, interdisciplinary approach to education.Located .....","Regular Decision: Aug 1, 2015
			Early Action: Dec 1, 2014","54%
         
          of Applicants Admitted",1643-1980 SAT Total,513-630 SAT Reading,610-710 SAT Math,520-640 SAT Writing,24-30 ACT Composite,24-30 ACT English,25-30 ACT Math,"$52,075

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $39,975","Out-of-State Tuition: $39,975","Room and Board: $10,900","Books & Supplies: $1,200","2,858number of undergraduates",private-non-profit,Setting: city,36% Women,
CUNY City College,40.578349,-73.9344649999999,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2007/10/17/202534/2100313_CUNY_City_College.jpg,"New York, NY","City College, founded in 1847 as the Free Academy, is a public institution. Programs are offered through the College of Liberal Arts and Science and the Schools of Architecture, Education, and Engineering, and the Division of the Arts. Its 35-acre campus of Gothic and modern architecture is located in New York's St. Nicholas Heights section.","Regular Decision: Jan 15, 2015","31%
         
          of Applicants Admitted",440-570 SAT Reading,510-620 SAT Math,,,,,,"$25,406

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $5,430","Out-of-State Tuition: $11,640","Room and Board: $4,940","Books & Supplies: $1,248","15,251number of undergraduates",public,Setting: city,41% Women,
University of Wisconsin-Milwaukee,43.078263,-87.8819686,http://z2.cheggcdn.com/sites/default/files/2009/12/05/1553385_5111828cd535f_university_of_wisconsin_milwaukee_logo.jpg,"Milwaukee, WI","U of Wisconsin-Milwaukee is a public, comprehensive institution. Founded as a state Normal school in 1885, it gained university status in 1956. Programs are offered through the Colleges of Engineering and Applied Science and Letters and Science; the Schools of Allied Health Professions, Architecture and Urban Planning, Business Administration, Education, Fine Arts, Library and Information Science, Nursing, and Social Welfare. Its 93-acre campus is located in a residential section two miles from downtown Milwaukee.","Regular Decision: Jul 1, 2015","88%
         
          of Applicants Admitted",,,,,19-24 ACT Composite,18-24 ACT English,18-25 ACT Math,"$21,613

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $8,091","Out-of-State Tuition: $17,820","Room and Board: $3,928","Books & Supplies: $1,000","28,496number of undergraduates",public,Setting: city,43% Women,
CUNY Queens College,40.7477642,-73.9438768,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/2011/01/10/queenslogo.png,"Flushing, NY","Located in America’s most ethnically diverse county, Queens College has students from more than 150 nations, and many are the first in their family to attend college. Queens is routinely lauded in college guides for its quality and affordability, and has been cited by the Education Trust as being one of only five colleges in the U.S. that do a good job serving low-income students.  This was based on the college’s graduation rate, low tuition, and the amount of need-based financial aid it awards to students. 

Since its founding in 1937, Queens College has prepared generations of .....","Regular Decision: Feb 1, 2015","31%
         
          of Applicants Admitted",490-580 SAT Reading,530-620 SAT Math,,,,,,"$23,068

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $5,430","Out-of-State Tuition: $11,640","Room and Board: $4,940","Books & Supplies: $1,248","20,232number of undergraduates",public,Setting: city,46% Women,
